EID,4way time (us),activity,alias,anqp time (us),ap,beacon,bps rx,bps rx ll,bps tx,bps tx ll,bytes rx ll,bytes tx ll,channel,collisions,connections,crypt,cx ago,cx time (us),device,dhcp (ms),down,entity id,gateway ip,ip,ipv6 address,ipv6 gateway,key/phrase,login-fail,login-ok,logout-fail,logout-ok,mac,mask,misc,mode,mtu,no cx (us),noise,parent dev,phantom,port,port type,pps rx,pps tx,qlen,reset,retry failed,rx bytes,rx crc,rx drop,rx errors,rx fifo,rx frame,rx length,rx miss,rx over,rx pkts,rx-rate,sec,signal,ssid,status,time-stamp,tx abort,tx bytes,tx crr,tx errors,tx fifo,tx hb,tx pkts,tx wind,tx-failed %,tx-rate,wifi retries
1.1.sta00033,0,23,sta00033,0,04:D4:C4:4F:BB:9C,0,1475136,1475136,13309,13309,15105398,136286,36,0,1,0,34.245 s,6006,sta00033,573,FALSE,NA,192.168.50.1,192.168.50.60,fe80::6f0:21ff:febc:899f/64,DELETED,,0,0,0,0,04:f0:21:bc:89:9f,255.255.255.0,11,802.11an-AC 160,1500,247019,-102 dBm,wiphy0,FALSE,1.1.040,WIFI-STA,126,18,1000,Complete,27,15105398,0,0,0,0,0,0,0,0,10344,780 Mbps,0,-35 dBm,ASUSAP,Authorized,21:20.6,0,136286,0,0,0,0,1529,0,4.695431709,1053.2 Mbps,47
1.1.sta00034,0,23,sta00034,0,04:D4:C4:4F:BB:9C,0,2252975,2252975,21220,21220,23070468,217294,36,0,1,0,34.235 s,6139,sta00034,1044,FALSE,NA,192.168.50.1,192.168.50.171,fe80::6f0:21ff:fe3f:a49f/64,DELETED,,0,0,0,0,04:f0:21:3f:a4:9f,255.255.255.0,11,802.11an-AC 160,1500,232652,-102 dBm,wiphy0,FALSE,1.1.041,WIFI-STA,190,30,1000,Complete,55,23070468,0,0,0,0,0,0,0,0,15635,468 Mbps,0,-35 dBm,ASUSAP,Authorized,21:20.6,0,217294,0,0,0,0,2487,0,6.064117432,780 Mbps,102
1.1.sta00035,0,23,sta00035,0,04:D4:C4:4F:BB:9C,0,2067188,2067188,15081,15081,21168014,154436,36,0,1,0,34.224 s,5137,sta00035,381,FALSE,NA,192.168.50.1,192.168.50.100,fe80::6f0:21ff:fe34:bb9f/64,DELETED,,0,0,0,0,04:f0:21:34:bb:9f,255.255.255.0,10,802.11an-AC 160,1500,222371,-102 dBm,wiphy0,FALSE,1.1.042,WIFI-STA,175,21,1000,Complete,1,21168014,0,0,0,0,0,0,0,0,14380,877.5 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.6,0,154436,0,0,0,0,1772,0,1.006148696,1170.2 Mbps,17
1.1.sta00036,0,23,sta00036,0,04:D4:C4:4F:BB:9C,0,2208119,2208119,15791,15791,22611146,161700,36,0,1,0,32.789 s,7435,sta00036,267,FALSE,NA,192.168.50.1,192.168.50.200,fe80::6f0:21ff:fe00:c39f/64,DELETED,,0,0,0,0,04:f0:21:00:c3:9f,255.255.255.0,11,802.11an-AC 160,1500,452865,-102 dBm,wiphy0,FALSE,1.1.043,WIFI-STA,186,22,1000,Complete,20,22611146,0,0,0,0,0,0,0,0,15269,702 Mbps,0,-36 dBm,ASUSAP,Authorized,21:20.6,0,161700,0,0,0,0,1860,0,2.542372942,1170.2 Mbps,28
1.1.sta00037,0,23,sta00037,0,04:D4:C4:4F:BB:9C,0,2173332,2173332,17792,17792,22254928,182200,36,0,1,0,32.928 s,5834,sta00037,384,FALSE,NA,192.168.50.1,192.168.50.220,fe80::6f0:21ff:fe88:649f/64,DELETED,,0,0,0,0,04:f0:21:88:64:9f,255.255.255.0,11,802.11an-AC 160,1500,301189,-102 dBm,wiphy0,FALSE,1.1.044,WIFI-STA,183,25,1000,Complete,74,22254928,0,0,0,0,0,0,0,0,15008,975 Mbps,0,-35 dBm,ASUSAP,Authorized,21:20.6,0,182200,0,0,0,0,2074,0,12.04925251,1040 Mbps,200
1.1.sta00038,0,23,sta00038,0,04:D4:C4:4F:BB:9C,0,2306309,2306309,17378,17378,23616324,177958,36,0,1,0,32.917 s,8995,sta00038,888,FALSE,NA,192.168.50.1,192.168.50.2,fe80::6f0:21ff:fe7a:159f/64,DELETED,,0,0,0,0,04:f0:21:7a:15:9f,255.255.255.0,11,802.11an-AC 160,1500,303566,-102 dBm,wiphy0,FALSE,1.1.045,WIFI-STA,194,24,1000,Complete,54,23616324,0,0,0,0,0,0,0,0,15966,975 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.6,0,177958,0,0,0,0,2031,0,9.726027489,1053.2 Mbps,159
1.1.sta00039,0,23,sta00039,0,04:D4:C4:4F:BB:9C,0,1475190,1475190,13532,13532,15105762,138568,36,0,1,0,32.903 s,5556,sta00039,290,FALSE,NA,192.168.50.1,192.168.50.63,fe80::6f0:21ff:fe22:ec9f/64,DELETED,,0,0,0,0,04:f0:21:22:ec:9f,255.255.255.0,12,802.11an-AC 160,1500,303027,-102 dBm,wiphy0,FALSE,1.1.046,WIFI-STA,125,19,1000,Complete,21,15105762,0,0,0,0,0,0,0,0,10303,975 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.6,0,138568,0,0,0,0,1568,0,4.800000191,1053.2 Mbps,57
1.1.sta00040,0,23,sta00040,0,04:D4:C4:4F:BB:9C,0,2042969,2042969,16396,16396,20855908,167386,36,0,1,0,32.891 s,5837,sta00040,377,FALSE,NA,192.168.50.1,192.168.50.78,fe80::6f0:21ff:fe75:b09f/64,DELETED,,0,0,0,0,04:f0:21:75:b0:9f,255.255.255.0,12,802.11an-AC 160,1500,287651,-102 dBm,wiphy0,FALSE,1.1.047,WIFI-STA,172,23,1000,Complete,8,20855908,0,0,0,0,0,0,0,0,14086,702 Mbps,0,-35 dBm,ASUSAP,Authorized,21:20.6,0,167386,0,0,0,0,1883,0,1.729559779,1170 Mbps,25
1.1.sta00041,0,23,sta00041,0,04:D4:C4:4F:BB:9C,0,1802311,1802311,13303,13303,18341900,135384,36,0,1,0,32.924 s,6102,sta00041,495,FALSE,NA,192.168.50.1,192.168.50.194,fe80::6f0:21ff:fec4:869f/64,DELETED,,0,0,0,0,04:f0:21:c4:86:9f,255.255.255.0,12,802.11an-AC 160,1500,286902,-102 dBm,wiphy0,FALSE,1.1.048,WIFI-STA,152,18,1000,Complete,37,18341900,0,0,0,0,0,0,0,0,12434,975 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,135384,0,0,0,0,1544,0,9.162145615,1170 Mbps,115
1.1.sta00042,0,23,sta00042,0,04:D4:C4:4F:BB:9C,0,1503563,1503563,13496,13496,15301764,137356,36,0,1,0,32.914 s,5966,sta00042,857,FALSE,NA,192.168.50.1,192.168.50.4,fe80::6f0:21ff:fe64:fc9f/64,DELETED,,0,0,0,0,04:f0:21:64:fc:9f,255.255.255.0,12,802.11an-AC 160,1500,284215,-102 dBm,wiphy0,FALSE,1.1.049,WIFI-STA,128,19,1000,Complete,29,15301764,0,0,0,0,0,0,0,0,10437,877.5 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,137356,0,0,0,0,1552,0,6.045650959,1053.2 Mbps,69
1.1.sta00043,0,23,sta00043,0,04:D4:C4:4F:BB:9C,0,2274298,2274298,17183,17183,23145540,174876,36,0,1,0,32.902 s,6448,sta00043,686,FALSE,NA,192.168.50.1,192.168.50.211,fe80::6f0:21ff:fe87:6f9f/64,DELETED,,0,0,0,0,04:f0:21:87:6f:9f,255.255.255.0,12,802.11an-AC 160,1500,282156,-102 dBm,wiphy0,FALSE,1.1.050,WIFI-STA,191,24,1000,Complete,53,23145540,0,0,0,0,0,0,0,0,15598,975 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,174876,0,0,0,0,1988,0,4.491609097,1053.2 Mbps,38
1.1.sta00044,0,23,sta00044,0,04:D4:C4:4F:BB:9C,0,1981940,1981940,16509,16509,20142710,167792,36,0,1,0,32.89 s,6057,sta00044,880,FALSE,NA,192.168.50.1,192.168.50.59,fe80::6f0:21ff:feb7:939f/64,DELETED,,0,0,0,0,04:f0:21:b7:93:9f,255.255.255.0,11,802.11an-AC 160,1500,266146,-102 dBm,wiphy0,FALSE,1.1.051,WIFI-STA,167,23,1000,Complete,0,20142710,0,0,0,0,0,0,0,0,13639,877.5 Mbps,0,-35 dBm,ASUSAP,Authorized,21:20.7,0,167792,0,0,0,0,1898,0,0.835945666,1040 Mbps,16
1.1.sta00045,0,23,sta00045,0,04:D4:C4:4F:BB:9C,0,2326337,2326337,19094,19094,23642858,194058,36,0,1,0,32.878 s,5541,sta00045,472,FALSE,NA,192.168.50.1,192.168.50.210,fe80::6f0:21ff:fe68:39f/64,DELETED,,0,0,0,0,04:f0:21:68:03:9f,255.255.255.0,10,802.11an-AC 160,1500,256674,-102 dBm,wiphy0,FALSE,1.1.052,WIFI-STA,196,27,1000,Complete,3,23642858,0,0,0,0,0,0,0,0,15987,468 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,194058,0,0,0,0,2225,0,1.594331264,1170.2 Mbps,33
1.1.sta00046,0,23,sta00046,0,04:D4:C4:4F:BB:9C,0,1702773,1702773,12863,12863,17305502,130734,36,0,1,0,32.867 s,6476,sta00046,768,FALSE,NA,192.168.50.1,192.168.50.196,fe80::6f0:21ff:febe:719f/64,DELETED,,0,0,0,0,04:f0:21:be:71:9f,255.255.255.0,12,802.11an-AC 160,1500,248896,-102 dBm,wiphy0,FALSE,1.1.053,WIFI-STA,144,18,1000,Complete,17,17305502,0,0,0,0,0,0,0,0,11773,526.5 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,130734,0,0,0,0,1491,0,2.9624753,1040 Mbps,28
1.1.sta00047,0,23,sta00047,0,04:D4:C4:4F:BB:9C,0,1853455,1853455,19945,19945,18836904,202704,36,0,1,0,32.855 s,11073,sta00047,997,FALSE,NA,192.168.50.1,192.168.50.86,fe80::6f0:21ff:fea5:79f/64,DELETED,,0,0,0,0,04:f0:21:a5:07:9f,255.255.255.0,12,802.11an-AC 160,1500,250658,-102 dBm,wiphy0,FALSE,1.1.054,WIFI-STA,156,27,1000,Complete,10,18836904,0,0,0,0,0,0,0,0,12753,702 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,202704,0,0,0,0,2242,0,1.369863033,1170.2 Mbps,21
1.1.sta00048,0,23,sta00048,0,04:D4:C4:4F:BB:9C,0,418005,418005,8544,8544,4248244,86834,36,0,1,0,31.91 s,10717,sta00048,338,FALSE,NA,192.168.50.1,192.168.50.7,fe80::6f0:21ff:fecd:629f/64,DELETED,,0,0,0,0,04:f0:21:cd:62:9f,255.255.255.0,12,802.11an-AC 160,1500,293766,-102 dBm,wiphy0,FALSE,1.1.055,WIFI-STA,37,11,1000,Complete,0,4248244,0,0,0,0,0,0,0,0,3073,877.5 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,86834,0,0,0,0,955,0,0,24 Mbps,0
1.1.sta00049,0,23,sta00049,0,04:D4:C4:4F:BB:9C,0,1980472,1980472,15778,15778,20127790,160360,36,0,1,0,31.923 s,7909,sta00049,810,FALSE,NA,192.168.50.1,192.168.50.198,fe80::6f0:21ff:fe90:e9f/64,DELETED,,0,0,0,0,04:f0:21:90:0e:9f,255.255.255.0,11,802.11an-AC 160,1500,258121,-102 dBm,wiphy0,FALSE,1.1.056,WIFI-STA,166,21,1000,Complete,14,20127790,0,0,0,0,0,0,0,0,13571,702 Mbps,0,-34 dBm,ASUSAP,Authorized,21:20.7,0,160360,0,0,0,0,1772,0,3.300329924,1170 Mbps,46
1.1._vrf6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.1._vrf41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
